date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202116,UR,female,350,sex,18051,4002,1.94,22.17,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.519,51.9
202117,UR,female,532,sex,18051,4534,2.95,25.12,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.515,51.5
202118,UR,female,931,sex,18051,5465,5.16,30.28,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.467,46.7
202119,UR,female,407,sex,18051,5872,2.25,32.53,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.489,48.9
202120,UR,female,742,sex,18051,6614,4.11,36.64,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.447,44.7
202121,UR,female,347,sex,18051,6961,1.92,38.56,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.442,44.2
202122,UR,female,599,sex,18051,7560,3.32,41.88,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.429,42.9
202123,UR,female,581,sex,18051,8141,3.22,45.1,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.485,48.5
202124,UR,female,262,sex,18051,8403,1.45,46.55,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.467,46.7
202125,UR,female,107,sex,18051,8510,0.59,47.14,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.418,41.8
202126,UR,female,80,sex,18051,8590,0.44,47.59,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.455,45.5
202127,UR,female,85,sex,18051,8675,0.47,48.06,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.489,48.9
202128,UR,female,90,sex,18051,8765,0.5,48.56,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.476,47.599999999999994
202129,UR,female,89,sex,18051,8854,0.49,49.05,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.486,48.6
202130,UR,female,108,sex,18051,8962,0.6,49.65,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.443,44.3
202131,UR,female,113,sex,18051,9075,0.63,50.27,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.436,43.6
202132,UR,female,150,sex,18051,9225,0.83,51.11,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.441,44.1
202133,UR,female,117,sex,18051,9342,0.65,51.75,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.522,52.2
202134,UR,female,310,sex,18051,9652,1.72,53.47,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.464,46.400000000000006
202135,UR,female,259,sex,18051,9911,1.43,54.91,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.497,49.7
202136,UR,female,371,sex,18051,10282,2.06,56.96,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.489,48.9
202137,UR,female,369,sex,18051,10651,2.04,59.01,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.489,48.9
202138,UR,female,227,sex,18051,10878,1.26,60.26,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.472,47.199999999999996
202139,UR,female,228,sex,18051,11106,1.26,61.53,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.498,49.8
202140,UR,female,111,sex,18051,11217,0.61,62.14,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.442,44.2
202141,UR,female,93,sex,18051,11310,0.52,62.66,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.423,42.3
202142,UR,female,61,sex,18051,11371,0.34,62.99,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.43,43
202143,UR,female,60,sex,18051,11431,0.33,63.33,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.476,47.599999999999994
202144,UR,female,38,sex,18051,11469,0.21,63.54,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.494,49.4
202145,UR,female,71,sex,18051,11540,0.39,63.93,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.43,43
202146,UR,female,52,sex,18051,11592,0.29,64.22,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.5,50
202147,UR,female,21,sex,18051,11613,0.12,64.33,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.382,38.2
202148,UR,female,37,sex,18051,11650,0.2,64.54,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.5,50
202149,UR,female,33,sex,18051,11683,0.18,64.72,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.485,48.5
202150,UR,female,70,sex,18051,11753,0.39,65.11,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.435,43.5
202151,UR,female,32,sex,18051,11785,0.18,65.29,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.552,55.2
202152,UR,female,28,sex,18051,11813,0.16,65.44,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.509,50.9
202201,UR,female,24,sex,18051,11837,0.13,65.58,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.511,51.1
202202,UR,female,52,sex,18051,11889,0.29,65.86,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.452,45.2
202203,UR,female,16,sex,18051,11905,0.09,65.95,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.471,47.099999999999994
202204,UR,female,16,sex,18051,11921,0.09,66.04,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.471,47.099999999999994
202205,UR,female,7,sex,18051,11928,0.04,66.08,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.636,63.6
202206,UR,female,11,sex,18051,11939,0.06,66.14,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.688,68.8
202207,UR,female,5,sex,18051,11944,0.03,66.17,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.556,55.60000000000001
202208,UR,female,1,sex,18051,11945,0.01,66.17,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.333,33.300000000000004
202209,UR,female,2,sex,18051,11947,0.01,66.18,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,1,100
202210,UR,female,0,sex,18051,11947,0,66.18,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202211,UR,female,0,sex,18051,11947,0,66.18,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202212,UR,female,2,sex,18051,11949,0.01,66.2,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.667,66.7
202213,UR,female,2,sex,18051,11951,0.01,66.21,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.5,50
202214,UR,female,0,sex,18051,11951,0,66.21,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,NA,NA
202215,UR,female,0,sex,18051,11951,0,66.21,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,NA,NA
202216,UR,female,3,sex,18051,11954,0.02,66.22,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.75,75
202217,UR,female,3,sex,18051,11957,0.02,66.24,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.5,50
202052,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,NA,NA
202053,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202101,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202102,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202103,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202104,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202105,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202106,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202107,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202108,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202109,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202110,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202111,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202112,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202113,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202114,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202115,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202116,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202117,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202118,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202119,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202120,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202121,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202122,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202123,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202124,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202125,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202126,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202127,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202128,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202129,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202130,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202131,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202132,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202133,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202134,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202135,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202136,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202137,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202138,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202139,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202140,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202141,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202142,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202143,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202144,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202145,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202146,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202147,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202148,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202149,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202150,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202151,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202152,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202201,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202202,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202203,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202204,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202205,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202206,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202207,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202208,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202209,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202210,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202211,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202212,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202213,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202214,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,NA,NA
202215,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,NA,NA
202216,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202217,UR,unknown,0,sex,NA,0,NA,NA,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202052,VD,male,0,sex,400217,0,0,0,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0,0
202053,VD,male,28,sex,400217,28,0.01,0.01,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.326,32.6
202101,VD,male,118,sex,400217,146,0.03,0.04,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.432,43.2
202102,VD,male,2459,sex,400217,2605,0.61,0.65,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.476,47.599999999999994
202103,VD,male,4179,sex,400217,6784,1.04,1.7,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.42,42
202104,VD,male,5033,sex,400217,11817,1.26,2.95,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.451,45.1
202105,VD,male,4559,sex,400217,16376,1.14,4.09,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.471,47.099999999999994
202106,VD,male,3481,sex,400217,19857,0.87,4.96,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.45,45
202107,VD,male,2616,sex,400217,22473,0.65,5.62,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.438,43.8
202108,VD,male,1032,sex,400217,23505,0.26,5.87,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.414,41.4
202109,VD,male,3093,sex,400217,26598,0.77,6.65,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.425,42.5
202110,VD,male,3622,sex,400217,30220,0.91,7.55,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.434,43.4
202111,VD,male,4096,sex,400217,34316,1.02,8.57,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.442,44.2
202112,VD,male,3948,sex,400217,38264,0.99,9.56,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.451,45.1
202113,VD,male,2944,sex,400217,41208,0.74,10.3,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.466,46.6
202114,VD,male,3254,sex,400217,44462,0.81,11.11,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.435,43.5
202115,VD,male,4100,sex,400217,48562,1.02,12.13,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.433,43.3
202116,VD,male,10811,sex,400217,59373,2.7,14.84,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.484,48.4
202117,VD,male,14615,sex,400217,73988,3.65,18.49,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.487,48.699999999999996
202118,VD,male,16709,sex,400217,90697,4.17,22.66,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.496,49.6
202119,VD,male,15075,sex,400217,105772,3.77,26.43,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.5,50
202120,VD,male,16176,sex,400217,121948,4.04,30.47,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.488,48.8
202121,VD,male,15211,sex,400217,137159,3.8,34.27,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.494,49.4
202122,VD,male,16711,sex,400217,153870,4.18,38.45,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.498,49.8
202123,VD,male,15409,sex,400217,169279,3.85,42.3,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.508,50.8
202124,VD,male,13397,sex,400217,182676,3.35,45.64,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.511,51.1
202125,VD,male,10425,sex,400217,193101,2.6,48.25,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.504,50.4
202126,VD,male,7641,sex,400217,200742,1.91,50.16,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.49,49
202127,VD,male,6035,sex,400217,206777,1.51,51.67,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.492,49.2
202128,VD,male,6394,sex,400217,213171,1.6,53.26,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.51,51
202129,VD,male,4792,sex,400217,217963,1.2,54.46,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.491,49.1
202130,VD,male,4015,sex,400217,221978,1,55.46,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.498,49.8
202131,VD,male,2857,sex,400217,224835,0.71,56.18,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.499,49.9
202132,VD,male,2895,sex,400217,227730,0.72,56.9,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.501,50.1
202133,VD,male,3084,sex,400217,230814,0.77,57.67,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.489,48.9
202134,VD,male,3288,sex,400217,234102,0.82,58.49,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.495,49.5
202135,VD,male,4176,sex,400217,238278,1.04,59.54,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.483,48.3
202136,VD,male,5519,sex,400217,243797,1.38,60.92,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.514,51.4
202137,VD,male,8253,sex,400217,252050,2.06,62.98,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.516,51.6
202138,VD,male,5213,sex,400217,257263,1.3,64.28,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.506,50.6
202139,VD,male,3980,sex,400217,261243,0.99,65.28,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.487,48.699999999999996
202140,VD,male,2980,sex,400217,264223,0.74,66.02,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.51,51
202141,VD,male,2359,sex,400217,266582,0.59,66.61,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.509,50.9
202142,VD,male,1851,sex,400217,268433,0.46,67.07,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.501,50.1
202143,VD,male,1334,sex,400217,269767,0.33,67.41,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.507,50.7
202144,VD,male,1285,sex,400217,271052,0.32,67.73,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.544,54.400000000000006
202145,VD,male,1286,sex,400217,272338,0.32,68.05,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.508,50.8
202146,VD,male,1228,sex,400217,273566,0.31,68.35,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.52,52
202147,VD,male,891,sex,400217,274457,0.22,68.58,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.487,48.699999999999996
202148,VD,male,834,sex,400217,275291,0.21,68.79,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.498,49.8
202149,VD,male,926,sex,400217,276217,0.23,69.02,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.485,48.5
202150,VD,male,1167,sex,400217,277384,0.29,69.31,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.491,49.1
202151,VD,male,756,sex,400217,278140,0.19,69.5,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.51,51
202152,VD,male,483,sex,400217,278623,0.12,69.62,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.496,49.6
202201,VD,male,1022,sex,400217,279645,0.26,69.87,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.487,48.699999999999996
202202,VD,male,742,sex,400217,280387,0.19,70.06,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.483,48.3
202203,VD,male,605,sex,400217,280992,0.15,70.21,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.484,48.4
202204,VD,male,443,sex,400217,281435,0.11,70.32,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.487,48.699999999999996
202205,VD,male,259,sex,400217,281694,0.06,70.39,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.463,46.300000000000004
202206,VD,male,179,sex,400217,281873,0.04,70.43,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.499,49.9
202207,VD,male,131,sex,400217,282004,0.03,70.46,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.498,49.8
202208,VD,male,103,sex,400217,282107,0.03,70.49,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.505,50.5
202209,VD,male,85,sex,400217,282192,0.02,70.51,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.483,48.3
202210,VD,male,59,sex,400217,282251,0.01,70.52,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.472,47.199999999999996
202211,VD,male,56,sex,400217,282307,0.01,70.54,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.514,51.4
202212,VD,male,40,sex,400217,282347,0.01,70.55,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.417,41.699999999999996
202213,VD,male,47,sex,400217,282394,0.01,70.56,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.547,54.7
202214,VD,male,31,sex,400217,282425,0.01,70.57,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.5,50
202215,VD,male,28,sex,400217,282453,0.01,70.57,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.528,52.800000000000004
202216,VD,male,26,sex,400217,282479,0.01,70.58,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.5,50
202217,VD,male,24,sex,400217,282503,0.01,70.59,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.387,38.7
202052,VD,female,1,sex,414545,1,0,0,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,1,100
202053,VD,female,58,sex,414545,59,0.01,0.01,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.674,67.4
202101,VD,female,155,sex,414545,214,0.04,0.05,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.568,56.8
202102,VD,female,2709,sex,414545,2923,0.65,0.71,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.524,52.400000000000006
202103,VD,female,5766,sex,414545,8689,1.39,2.1,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.58,57.99999999999999
202104,VD,female,6126,sex,414545,14815,1.48,3.57,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.549,54.900000000000006
202105,VD,female,5127,sex,414545,19942,1.24,4.81,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.529,52.900000000000006
202106,VD,female,4248,sex,414545,24190,1.02,5.84,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.55,55.00000000000001
202107,VD,female,3361,sex,414545,27551,0.81,6.65,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.562,56.2
202108,VD,female,1458,sex,414545,29009,0.35,7,COVID19AtLeastOneDosePersons,2022-05-03_10-25-13,detailed,0.586,58.599999999999994
