date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202215,JU,med_prof,0,indication,73709,8136,11,0,0,17.2,0,11.04,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202216,JU,med_prof,0,indication,73709,8136,11,0,0,17.2,0,11.04,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202217,JU,med_prof,0,indication,73709,8136,11,0,0,17.2,0,11.04,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202052,JU,contact_vuln,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202053,JU,contact_vuln,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202101,JU,contact_vuln,0,indication,73709,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202102,JU,contact_vuln,0,indication,73709,0,0,NA,NA,0,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202103,JU,contact_vuln,0,indication,73709,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202104,JU,contact_vuln,0,indication,73709,0,0,NA,NA,0,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202105,JU,contact_vuln,1,indication,73709,1,0,0.002,0.2,0.2,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202106,JU,contact_vuln,1,indication,73709,2,0,0.003,0.3,0.2,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202107,JU,contact_vuln,0,indication,73709,2,0,0,0,0.1,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202108,JU,contact_vuln,0,indication,73709,2,0,0,0,0.1,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202109,JU,contact_vuln,0,indication,73709,2,0,0,0,0.1,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202110,JU,contact_vuln,0,indication,73709,2,0,0,0,0.1,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202111,JU,contact_vuln,0,indication,73709,2,0,0,0,0.1,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202112,JU,contact_vuln,0,indication,73709,2,0,0,0,0,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202113,JU,contact_vuln,1,indication,73709,3,0,0.001,0.1,0.1,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202114,JU,contact_vuln,4,indication,73709,7,0,0.007,0.7000000000000001,0.1,0.01,0.01,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202115,JU,contact_vuln,5,indication,73709,12,0,0.013,1.3,0.2,0.01,0.02,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202116,JU,contact_vuln,0,indication,73709,12,0,0,0,0.2,0,0.02,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202117,JU,contact_vuln,0,indication,73709,12,0,0,0,0.2,0,0.02,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202118,JU,contact_vuln,0,indication,73709,12,0,0,0,0.1,0,0.02,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202119,JU,contact_vuln,2,indication,73709,14,0,0.001,0.1,0.1,0,0.02,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202120,JU,contact_vuln,4,indication,73709,18,0,0.002,0.2,0.1,0.01,0.02,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202121,JU,contact_vuln,2,indication,73709,20,0,0.001,0.1,0.1,0,0.03,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202122,JU,contact_vuln,11,indication,73709,31,0,0.005,0.5,0.2,0.01,0.04,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202123,JU,contact_vuln,1,indication,73709,32,0,0,0,0.2,0,0.04,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202124,JU,contact_vuln,0,indication,73709,32,0,0,0,0.2,0,0.04,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202125,JU,contact_vuln,3,indication,73709,35,0,0.001,0.1,0.1,0,0.05,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202126,JU,contact_vuln,2,indication,73709,37,0.1,0.001,0.1,0.1,0,0.05,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202127,JU,contact_vuln,2,indication,73709,39,0.1,0.001,0.1,0.1,0,0.05,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202128,JU,contact_vuln,3,indication,73709,42,0.1,0.002,0.2,0.1,0,0.06,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202129,JU,contact_vuln,1,indication,73709,43,0.1,0.001,0.1,0.1,0,0.06,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202130,JU,contact_vuln,1,indication,73709,44,0.1,0.002,0.2,0.1,0,0.06,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202131,JU,contact_vuln,0,indication,73709,44,0.1,0,0,0.1,0,0.06,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202132,JU,contact_vuln,1,indication,73709,45,0.1,0.002,0.2,0.1,0,0.06,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202133,JU,contact_vuln,1,indication,73709,46,0.1,0.001,0.1,0.1,0,0.06,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202134,JU,contact_vuln,0,indication,73709,46,0.1,0,0,0.1,0,0.06,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202135,JU,contact_vuln,0,indication,73709,46,0.1,0,0,0.1,0,0.06,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202136,JU,contact_vuln,0,indication,73709,46,0.1,0,0,0.1,0,0.06,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202137,JU,contact_vuln,0,indication,73709,46,0.1,0,0,0.1,0,0.06,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202138,JU,contact_vuln,3,indication,73709,49,0.1,0.004,0.4,0.1,0,0.07,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202139,JU,contact_vuln,0,indication,73709,49,0.1,0,0,0.1,0,0.07,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202140,JU,contact_vuln,6,indication,73709,55,0.1,0.006,0.6,0.1,0.01,0.07,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202141,JU,contact_vuln,4,indication,73709,59,0.1,0.003,0.3,0.1,0.01,0.08,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202142,JU,contact_vuln,5,indication,73709,64,0.1,0.006,0.6,0.1,0.01,0.09,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202143,JU,contact_vuln,5,indication,73709,69,0.1,0.007,0.7000000000000001,0.2,0.01,0.09,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202144,JU,contact_vuln,8,indication,73709,77,0.1,0.023,2.3,0.2,0.01,0.1,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202145,JU,contact_vuln,32,indication,73709,109,0.1,0.095,9.5,0.2,0.04,0.15,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202146,JU,contact_vuln,35,indication,73709,144,0.2,0.104,10.4,0.3,0.05,0.2,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202147,JU,contact_vuln,27,indication,73709,171,0.2,0.119,11.899999999999999,0.4,0.04,0.23,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202148,JU,contact_vuln,28,indication,73709,199,0.3,0.122,12.2,0.4,0.04,0.27,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202149,JU,contact_vuln,35,indication,73709,234,0.3,0.109,10.9,0.5,0.05,0.32,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202150,JU,contact_vuln,37,indication,73709,271,0.4,0.145,14.499999999999998,0.6,0.05,0.37,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202151,JU,contact_vuln,30,indication,73709,301,0.4,0.147,14.7,0.7000000000000001,0.04,0.41,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202152,JU,contact_vuln,15,indication,73709,316,0.4,0.124,12.4,0.7000000000000001,0.02,0.43,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202201,JU,contact_vuln,34,indication,73709,350,0.5,0.135,13.5,0.8,0.05,0.47,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202202,JU,contact_vuln,32,indication,73709,382,0.5,0.158,15.8,0.8,0.04,0.52,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202203,JU,contact_vuln,28,indication,73709,410,0.6,0.164,16.400000000000002,0.8999999999999999,0.04,0.56,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202204,JU,contact_vuln,8,indication,73709,418,0.6,0.133,13.3,0.8999999999999999,0.01,0.57,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202205,JU,contact_vuln,12,indication,73709,430,0.6,0.107,10.7,0.8999999999999999,0.02,0.58,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202206,JU,contact_vuln,10,indication,73709,440,0.6,0.145,14.499999999999998,0.8999999999999999,0.01,0.6,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202207,JU,contact_vuln,19,indication,73709,459,0.6,0.25,25,1,0.03,0.62,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202208,JU,contact_vuln,5,indication,73709,464,0.6,0.122,12.2,1,0.01,0.63,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202209,JU,contact_vuln,2,indication,73709,466,0.6,0.105,10.5,1,0,0.63,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202210,JU,contact_vuln,1,indication,73709,467,0.6,0.143,14.299999999999999,1,0,0.63,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202211,JU,contact_vuln,0,indication,73709,467,0.6,0,0,1,0,0.63,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202212,JU,contact_vuln,1,indication,73709,468,0.6,0.091,9.1,1,0,0.63,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202213,JU,contact_vuln,0,indication,73709,468,0.6,0,0,1,0,0.63,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202214,JU,contact_vuln,0,indication,73709,468,0.6,0,0,1,0,0.63,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202215,JU,contact_vuln,0,indication,73709,468,0.6,0,0,1,0,0.63,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202216,JU,contact_vuln,1,indication,73709,469,0.6,0.25,25,1,0,0.64,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202217,JU,contact_vuln,3,indication,73709,472,0.6,0.176,17.599999999999998,1,0,0.64,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202052,JU,contact_comm,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202053,JU,contact_comm,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202101,JU,contact_comm,0,indication,73709,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202102,JU,contact_comm,0,indication,73709,0,0,NA,NA,0,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202103,JU,contact_comm,0,indication,73709,0,0,0,0,0,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202104,JU,contact_comm,0,indication,73709,0,0,NA,NA,0,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202105,JU,contact_comm,215,indication,73709,215,0.3,0.348,34.8,34.699999999999996,0.29,0.29,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202106,JU,contact_comm,138,indication,73709,353,0.5,0.378,37.8,35.8,0.19,0.48,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202107,JU,contact_comm,181,indication,73709,534,0.7,0.23,23,30.099999999999998,0.25,0.72,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202108,JU,contact_comm,11,indication,73709,545,0.7,0.025,2.5,24.7,0.01,0.74,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202109,JU,contact_comm,3,indication,73709,548,0.7,0.007,0.7000000000000001,20.8,0,0.74,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202110,JU,contact_comm,0,indication,73709,548,0.7,0,0,17.4,0,0.74,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202111,JU,contact_comm,1,indication,73709,549,0.7,0.002,0.2,14.7,0,0.74,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202112,JU,contact_comm,5,indication,73709,554,0.8,0.005,0.5,11.600000000000001,0.01,0.75,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202113,JU,contact_comm,4,indication,73709,558,0.8,0.005,0.5,10.100000000000001,0.01,0.76,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202114,JU,contact_comm,1,indication,73709,559,0.8,0.002,0.2,9.1,0,0.76,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202115,JU,contact_comm,0,indication,73709,559,0.8,0,0,8.6,0,0.76,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202116,JU,contact_comm,0,indication,73709,559,0.8,0,0,8,0,0.76,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202117,JU,contact_comm,1,indication,73709,560,0.8,0.001,0.1,7.1,0,0.76,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202118,JU,contact_comm,1,indication,73709,561,0.8,0.001,0.1,6.2,0,0.76,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202119,JU,contact_comm,0,indication,73709,561,0.8,0,0,5.3,0,0.76,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202120,JU,contact_comm,1,indication,73709,562,0.8,0.001,0.1,4.6,0,0.76,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202121,JU,contact_comm,1,indication,73709,563,0.8,0.001,0.1,4,0,0.76,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202122,JU,contact_comm,6,indication,73709,569,0.8,0.003,0.3,3.5000000000000004,0.01,0.77,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202123,JU,contact_comm,4,indication,73709,573,0.8,0.002,0.2,3.1,0.01,0.78,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202124,JU,contact_comm,3,indication,73709,576,0.8,0.001,0.1,2.7,0,0.78,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202125,JU,contact_comm,11,indication,73709,587,0.8,0.004,0.4,2.4,0.01,0.8,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202126,JU,contact_comm,12,indication,73709,599,0.8,0.004,0.4,2.1999999999999997,0.02,0.81,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202127,JU,contact_comm,4,indication,73709,603,0.8,0.001,0.1,2,0.01,0.82,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202128,JU,contact_comm,8,indication,73709,611,0.8,0.004,0.4,1.9,0.01,0.83,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202129,JU,contact_comm,4,indication,73709,615,0.8,0.005,0.5,1.9,0.01,0.83,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202130,JU,contact_comm,1,indication,73709,616,0.8,0.002,0.2,1.9,0,0.84,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202131,JU,contact_comm,0,indication,73709,616,0.8,0,0,1.7999999999999998,0,0.84,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202132,JU,contact_comm,1,indication,73709,617,0.8,0.002,0.2,1.7999999999999998,0,0.84,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202133,JU,contact_comm,1,indication,73709,618,0.8,0.001,0.1,1.7999999999999998,0,0.84,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202134,JU,contact_comm,2,indication,73709,620,0.8,0.003,0.3,1.7000000000000002,0,0.84,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202135,JU,contact_comm,2,indication,73709,622,0.8,0.004,0.4,1.7000000000000002,0,0.84,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202136,JU,contact_comm,3,indication,73709,625,0.8,0.004,0.4,1.7000000000000002,0,0.85,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202137,JU,contact_comm,0,indication,73709,625,0.8,0,0,1.6,0,0.85,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202138,JU,contact_comm,4,indication,73709,629,0.9,0.005,0.5,1.6,0.01,0.85,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202139,JU,contact_comm,3,indication,73709,632,0.9,0.002,0.2,1.6,0,0.86,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202140,JU,contact_comm,11,indication,73709,643,0.9,0.01,1,1.6,0.01,0.87,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202141,JU,contact_comm,9,indication,73709,652,0.9,0.007,0.7000000000000001,1.5,0.01,0.88,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202142,JU,contact_comm,2,indication,73709,654,0.9,0.002,0.2,1.5,0,0.89,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202143,JU,contact_comm,3,indication,73709,657,0.9,0.004,0.4,1.5,0,0.89,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202144,JU,contact_comm,1,indication,73709,658,0.9,0.003,0.3,1.5,0,0.89,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202145,JU,contact_comm,1,indication,73709,659,0.9,0.003,0.3,1.5,0,0.89,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202146,JU,contact_comm,1,indication,73709,660,0.9,0.003,0.3,1.5,0,0.9,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202147,JU,contact_comm,2,indication,73709,662,0.9,0.009,0.8999999999999999,1.5,0,0.9,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202148,JU,contact_comm,4,indication,73709,666,0.9,0.017,1.7000000000000002,1.5,0.01,0.9,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202149,JU,contact_comm,1,indication,73709,667,0.9,0.003,0.3,1.5,0,0.9,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202150,JU,contact_comm,1,indication,73709,668,0.9,0.004,0.4,1.5,0,0.91,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202151,JU,contact_comm,3,indication,73709,671,0.9,0.015,1.5,1.5,0,0.91,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202152,JU,contact_comm,0,indication,73709,671,0.9,0,0,1.4000000000000001,0,0.91,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202201,JU,contact_comm,3,indication,73709,674,0.9,0.012,1.2,1.4000000000000001,0,0.91,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202202,JU,contact_comm,3,indication,73709,677,0.9,0.015,1.5,1.4000000000000001,0,0.92,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202203,JU,contact_comm,5,indication,73709,682,0.9,0.029,2.9000000000000004,1.5,0.01,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202204,JU,contact_comm,2,indication,73709,684,0.9,0.033,3.3000000000000003,1.5,0,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202205,JU,contact_comm,0,indication,73709,684,0.9,0,0,1.5,0,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202206,JU,contact_comm,2,indication,73709,686,0.9,0.029,2.9000000000000004,1.5,0,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202207,JU,contact_comm,2,indication,73709,688,0.9,0.026,2.6,1.5,0,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202208,JU,contact_comm,0,indication,73709,688,0.9,0,0,1.5,0,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202209,JU,contact_comm,0,indication,73709,688,0.9,0,0,1.5,0,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202210,JU,contact_comm,0,indication,73709,688,0.9,0,0,1.5,0,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202211,JU,contact_comm,0,indication,73709,688,0.9,0,0,1.5,0,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202212,JU,contact_comm,0,indication,73709,688,0.9,0,0,1.5,0,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202213,JU,contact_comm,0,indication,73709,688,0.9,0,0,1.5,0,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202214,JU,contact_comm,0,indication,73709,688,0.9,0,0,1.5,0,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202215,JU,contact_comm,0,indication,73709,688,0.9,0,0,1.5,0,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202216,JU,contact_comm,0,indication,73709,688,0.9,0,0,1.5,0,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202217,JU,contact_comm,0,indication,73709,688,0.9,0,0,1.5,0,0.93,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202052,JU,other,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202053,JU,other,0,indication,73709,0,0,NA,NA,NA,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202101,JU,other,1,indication,73709,1,0,1,100,100,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202102,JU,other,0,indication,73709,1,0,NA,NA,100,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202103,JU,other,1,indication,73709,2,0,1,100,100,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202104,JU,other,0,indication,73709,2,0,NA,NA,100,0,0,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202105,JU,other,98,indication,73709,100,0.1,0.159,15.9,16.1,0.13,0.14,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202106,JU,other,52,indication,73709,152,0.2,0.142,14.2,15.4,0.07,0.21,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202107,JU,other,110,indication,73709,262,0.4,0.14,14.000000000000002,14.799999999999999,0.15,0.36,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202108,JU,other,11,indication,73709,273,0.4,0.025,2.5,12.4,0.01,0.37,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202109,JU,other,5,indication,73709,278,0.4,0.012,1.2,10.5,0.01,0.38,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202110,JU,other,34,indication,73709,312,0.4,0.066,6.6000000000000005,9.9,0.05,0.42,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202111,JU,other,73,indication,73709,385,0.5,0.126,12.6,10.299999999999999,0.1,0.52,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202112,JU,other,143,indication,73709,528,0.7,0.138,13.8,11.1,0.19,0.72,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202113,JU,other,61,indication,73709,589,0.8,0.081,8.1,10.7,0.08,0.8,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202114,JU,other,115,indication,73709,704,1,0.187,18.7,11.5,0.16,0.96,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202115,JU,other,20,indication,73709,724,1,0.053,5.3,11.1,0.03,0.98,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202116,JU,other,73,indication,73709,797,1.1,0.143,14.299999999999999,11.3,0.1,1.08,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202117,JU,other,75,indication,73709,872,1.2,0.089,8.9,11.1,0.1,1.18,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202118,JU,other,85,indication,73709,957,1.3,0.074,7.3999999999999995,10.6,0.12,1.3,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202119,JU,other,94,indication,73709,1051,1.4,0.06,6,9.9,0.13,1.43,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202120,JU,other,79,indication,73709,1130,1.5,0.048,4.8,9.3,0.11,1.53,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202121,JU,other,74,indication,73709,1204,1.6,0.038,3.8,8.5,0.1,1.63,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202122,JU,other,150,indication,73709,1354,1.8,0.065,6.5,8.200000000000001,0.2,1.84,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202123,JU,other,555,indication,73709,1909,2.6,0.277,27.700000000000003,10.299999999999999,0.75,2.59,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202124,JU,other,1291,indication,73709,3200,4.3,0.485,48.5,15.1,1.75,4.34,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202125,JU,other,1378,indication,73709,4578,6.2,0.474,47.4,19,1.87,6.21,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202126,JU,other,1446,indication,73709,6024,8.2,0.462,46.2,22.2,1.96,8.17,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202127,JU,other,1337,indication,73709,7361,10,0.485,48.5,24.6,1.81,9.99,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202128,JU,other,979,indication,73709,8340,11.3,0.516,51.6,26.200000000000003,1.33,11.31,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202129,JU,other,397,indication,73709,8737,11.9,0.496,49.6,26.8,0.54,11.85,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202130,JU,other,307,indication,73709,9044,12.3,0.524,52.400000000000006,27.200000000000003,0.42,12.27,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202131,JU,other,272,indication,73709,9316,12.6,0.481,48.1,27.6,0.37,12.64,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202132,JU,other,381,indication,73709,9697,13.2,0.6,60,28.199999999999996,0.52,13.16,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202133,JU,other,389,indication,73709,10086,13.7,0.565,56.49999999999999,28.7,0.53,13.68,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202134,JU,other,456,indication,73709,10542,14.3,0.61,61,29.4,0.62,14.3,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202135,JU,other,317,indication,73709,10859,14.7,0.588,58.8,29.799999999999997,0.43,14.73,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202136,JU,other,403,indication,73709,11262,15.3,0.572,57.199999999999996,30.4,0.55,15.28,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202137,JU,other,535,indication,73709,11797,16,0.67,67,31.1,0.73,16,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202138,JU,other,556,indication,73709,12353,16.8,0.649,64.9,31.900000000000002,0.75,16.76,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202139,JU,other,781,indication,73709,13134,17.8,0.579,57.9,32.800000000000004,1.06,17.82,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
202140,JU,other,656,indication,73709,13790,18.7,0.615,61.5,33.5,0.89,18.71,COVID19FullyVaccPersons,2022-05-03_10-25-13,detailed
