date,geoRegion,indication,entries,type_variant,pop,sumTotal,prctPopSumTotal,freq,prct,prctSumTotal,per100Persons,per100PersonsTotal,type,version,granularity
202053,GE,contact_vuln,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202101,GE,contact_vuln,7,indication,506343,7,NA,0.003,0.3,0.3,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202102,GE,contact_vuln,27,indication,506343,34,NA,0.006,0.6,0.5,0.01,0.01,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202103,GE,contact_vuln,18,indication,506343,52,NA,0.004,0.4,0.4,0,0.01,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202104,GE,contact_vuln,76,indication,506343,128,NA,0.013,1.3,0.7000000000000001,0.02,0.03,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202105,GE,contact_vuln,72,indication,506343,200,NA,0.013,1.3,0.8999999999999999,0.01,0.04,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202106,GE,contact_vuln,47,indication,506343,247,NA,0.006,0.6,0.8,0.01,0.05,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202107,GE,contact_vuln,53,indication,506343,300,NA,0.006,0.6,0.7000000000000001,0.01,0.06,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202108,GE,contact_vuln,106,indication,506343,406,NA,0.01,1,0.8,0.02,0.08,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202109,GE,contact_vuln,247,indication,506343,653,NA,0.023,2.3,1.0999999999999999,0.05,0.13,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202110,GE,contact_vuln,228,indication,506343,881,NA,0.024,2.4,1.2,0.05,0.17,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202111,GE,contact_vuln,328,indication,506343,1209,NA,0.029,2.9000000000000004,1.5,0.06,0.24,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202112,GE,contact_vuln,1172,indication,506343,2381,NA,0.085,8.5,2.5,0.23,0.47,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202113,GE,contact_vuln,933,indication,506343,3314,NA,0.069,6.9,3,0.18,0.65,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202114,GE,contact_vuln,855,indication,506343,4169,NA,0.064,6.4,3.4000000000000004,0.17,0.82,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202115,GE,contact_vuln,1089,indication,506343,5258,NA,0.06,6,3.6999999999999997,0.22,1.04,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202116,GE,contact_vuln,3806,indication,506343,9064,NA,0.142,14.2,5.4,0.75,1.79,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202117,GE,contact_vuln,3788,indication,506343,12852,NA,0.156,15.6,6.7,0.75,2.54,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202118,GE,contact_vuln,3412,indication,506343,16264,NA,0.135,13.5,7.5,0.67,3.21,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202119,GE,contact_vuln,3193,indication,506343,19457,NA,0.107,10.7,7.9,0.63,3.84,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202120,GE,contact_vuln,4928,indication,506343,24385,NA,0.137,13.700000000000001,8.6,0.97,4.82,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202121,GE,contact_vuln,5794,indication,506343,30179,NA,0.161,16.1,9.5,1.14,5.96,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202122,GE,contact_vuln,5771,indication,506343,35950,NA,0.149,14.899999999999999,10,1.14,7.1,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202123,GE,contact_vuln,5355,indication,506343,41305,NA,0.136,13.600000000000001,10.4,1.06,8.16,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202124,GE,contact_vuln,5242,indication,506343,46547,NA,0.141,14.099999999999998,10.7,1.04,9.19,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202125,GE,contact_vuln,4707,indication,506343,51254,NA,0.151,15.1,11,0.93,10.12,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202126,GE,contact_vuln,3969,indication,506343,55223,NA,0.146,14.6,11.200000000000001,0.78,10.91,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202127,GE,contact_vuln,2881,indication,506343,58104,NA,0.136,13.600000000000001,11.3,0.57,11.48,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202128,GE,contact_vuln,3517,indication,506343,61621,NA,0.147,14.7,11.5,0.69,12.17,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202129,GE,contact_vuln,2394,indication,506343,64015,NA,0.134,13.4,11.5,0.47,12.64,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202130,GE,contact_vuln,1421,indication,506343,65436,NA,0.115,11.5,11.5,0.28,12.92,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202131,GE,contact_vuln,783,indication,506343,66219,NA,0.094,9.4,11.5,0.15,13.08,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202132,GE,contact_vuln,859,indication,506343,67078,NA,0.093,9.3,11.5,0.17,13.25,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202133,GE,contact_vuln,895,indication,506343,67973,NA,0.097,9.700000000000001,11.4,0.18,13.42,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202134,GE,contact_vuln,827,indication,506343,68800,NA,0.092,9.2,11.4,0.16,13.59,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202135,GE,contact_vuln,949,indication,506343,69749,NA,0.091,9.1,11.4,0.19,13.78,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202136,GE,contact_vuln,971,indication,506343,70720,NA,0.076,7.6,11.3,0.19,13.97,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202137,GE,contact_vuln,1103,indication,506343,71823,NA,0.074,7.3999999999999995,11.200000000000001,0.22,14.18,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202138,GE,contact_vuln,948,indication,506343,72771,NA,0.074,7.3999999999999995,11.1,0.19,14.37,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202139,GE,contact_vuln,821,indication,506343,73592,NA,0.074,7.3999999999999995,11.1,0.16,14.53,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202140,GE,contact_vuln,696,indication,506343,74288,NA,0.066,6.6000000000000005,11,0.14,14.67,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202141,GE,contact_vuln,831,indication,506343,75119,NA,0.069,6.9,10.9,0.16,14.84,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202142,GE,contact_vuln,738,indication,506343,75857,NA,0.069,6.9,10.8,0.15,14.98,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202143,GE,contact_vuln,406,indication,506343,76263,NA,0.058,5.800000000000001,10.8,0.08,15.06,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202144,GE,contact_vuln,372,indication,506343,76635,NA,0.055,5.5,10.7,0.07,15.13,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202145,GE,contact_vuln,548,indication,506343,77183,NA,0.047,4.7,10.7,0.11,15.24,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202146,GE,contact_vuln,589,indication,506343,77772,NA,0.044,4.3999999999999995,10.5,0.12,15.36,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202147,GE,contact_vuln,590,indication,506343,78362,NA,0.042,4.2,10.4,0.12,15.48,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202148,GE,contact_vuln,829,indication,506343,79191,NA,0.048,4.8,10.299999999999999,0.16,15.64,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202149,GE,contact_vuln,1337,indication,506343,80528,NA,0.063,6.3,10.2,0.26,15.9,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202150,GE,contact_vuln,2039,indication,506343,82567,NA,0.088,8.799999999999999,10.100000000000001,0.4,16.31,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202151,GE,contact_vuln,1804,indication,506343,84371,NA,0.095,9.5,10.100000000000001,0.36,16.66,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202152,GE,contact_vuln,1340,indication,506343,85711,NA,0.071,7.1,10.100000000000001,0.26,16.93,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202201,GE,contact_vuln,1474,indication,506343,87185,NA,0.069,6.9,10,0.29,17.22,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202202,GE,contact_vuln,1165,indication,506343,88350,NA,0.052,5.2,9.9,0.23,17.45,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202203,GE,contact_vuln,648,indication,506343,88998,NA,0.029,2.9000000000000004,9.700000000000001,0.13,17.58,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202204,GE,contact_vuln,395,indication,506343,89393,NA,0.025,2.5,9.6,0.08,17.65,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202205,GE,contact_vuln,169,indication,506343,89562,NA,0.02,2,9.5,0.03,17.69,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202206,GE,contact_vuln,90,indication,506343,89652,NA,0.017,1.7000000000000002,9.5,0.02,17.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202207,GE,contact_vuln,46,indication,506343,89698,NA,0.015,1.5,9.4,0.01,17.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202208,GE,contact_vuln,32,indication,506343,89730,NA,0.014,1.4000000000000001,9.4,0.01,17.72,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202209,GE,contact_vuln,15,indication,506343,89745,NA,0.009,0.8999999999999999,9.4,0,17.72,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202210,GE,contact_vuln,17,indication,506343,89762,NA,0.013,1.3,9.4,0,17.73,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202211,GE,contact_vuln,18,indication,506343,89780,NA,0.016,1.6,9.4,0,17.73,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202212,GE,contact_vuln,11,indication,506343,89791,NA,0.009,0.8999999999999999,9.4,0,17.73,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202213,GE,contact_vuln,18,indication,506343,89809,NA,0.015,1.5,9.4,0,17.74,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202214,GE,contact_vuln,12,indication,506343,89821,NA,0.011,1.0999999999999999,9.4,0,17.74,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202215,GE,contact_vuln,1,indication,506343,89822,NA,0.001,0.1,9.3,0,17.74,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202216,GE,contact_vuln,5,indication,506343,89827,NA,0.007,0.7000000000000001,9.3,0,17.74,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202217,GE,contact_vuln,8,indication,506343,89835,NA,0.009,0.8999999999999999,9.3,0,17.74,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202052,GE,contact_comm,0,indication,506343,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202053,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202101,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202102,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202103,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202104,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202105,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202106,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202107,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202108,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202109,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202110,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202111,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202112,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202113,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202114,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202115,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202116,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202117,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202118,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202119,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202120,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202121,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202122,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202123,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202124,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202125,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202126,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202127,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202128,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202129,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202130,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202131,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202132,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202133,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202134,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202135,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202136,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202137,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202138,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202139,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202140,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202141,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202142,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202143,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202144,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202145,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202146,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202147,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202148,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202149,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202150,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202151,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202152,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202201,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202202,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202203,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202204,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202205,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202206,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202207,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202208,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202209,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202210,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202211,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202212,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202213,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202214,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202215,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202216,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202217,GE,contact_comm,0,indication,506343,0,NA,0,0,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202052,GE,other,0,indication,506343,0,NA,NA,NA,NA,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202053,GE,other,11,indication,506343,11,NA,0.193,19.3,19.3,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202101,GE,other,34,indication,506343,45,NA,0.013,1.3,1.7000000000000002,0.01,0.01,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202102,GE,other,57,indication,506343,102,NA,0.013,1.3,1.4000000000000001,0.01,0.02,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202103,GE,other,88,indication,506343,190,NA,0.019,1.9,1.6,0.02,0.04,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202104,GE,other,228,indication,506343,418,NA,0.039,3.9,2.4,0.05,0.08,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202105,GE,other,160,indication,506343,578,NA,0.029,2.9000000000000004,2.5,0.03,0.11,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202106,GE,other,179,indication,506343,757,NA,0.021,2.1,2.4,0.04,0.15,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202107,GE,other,244,indication,506343,1001,NA,0.028,2.8000000000000003,2.5,0.05,0.2,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202108,GE,other,381,indication,506343,1382,NA,0.037,3.6999999999999997,2.7,0.08,0.27,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202109,GE,other,560,indication,506343,1942,NA,0.053,5.3,3.2,0.11,0.38,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202110,GE,other,486,indication,506343,2428,NA,0.05,5,3.4000000000000004,0.1,0.48,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202111,GE,other,788,indication,506343,3216,NA,0.071,7.1,3.9,0.16,0.64,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202112,GE,other,2412,indication,506343,5628,NA,0.174,17.4,5.8999999999999995,0.48,1.11,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202113,GE,other,2637,indication,506343,8265,NA,0.196,19.6,7.6,0.52,1.63,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202114,GE,other,2722,indication,506343,10987,NA,0.203,20.3,9,0.54,2.17,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202115,GE,other,3487,indication,506343,14474,NA,0.192,19.2,10.299999999999999,0.69,2.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202116,GE,other,11501,indication,506343,25975,NA,0.428,42.8,15.5,2.27,5.13,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202117,GE,other,12589,indication,506343,38564,NA,0.519,51.9,20.1,2.49,7.62,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202118,GE,other,13054,indication,506343,51618,NA,0.516,51.6,23.799999999999997,2.58,10.19,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202119,GE,other,14867,indication,506343,66485,NA,0.496,49.6,26.900000000000002,2.94,13.13,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202120,GE,other,20794,indication,506343,87279,NA,0.58,57.99999999999999,30.8,4.11,17.24,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202121,GE,other,24576,indication,506343,111855,NA,0.683,68.30000000000001,35.099999999999994,4.85,22.09,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202122,GE,other,26558,indication,506343,138413,NA,0.686,68.60000000000001,38.7,5.25,27.34,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202123,GE,other,26204,indication,506343,164617,NA,0.667,66.7,41.5,5.18,32.51,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202124,GE,other,26188,indication,506343,190805,NA,0.705,70.5,43.9,5.17,37.68,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202125,GE,other,22804,indication,506343,213609,NA,0.731,73.1,45.9,4.5,42.19,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202126,GE,other,19882,indication,506343,233491,NA,0.733,73.3,47.4,3.93,46.11,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202127,GE,other,15655,indication,506343,249146,NA,0.739,73.9,48.5,3.09,49.2,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202128,GE,other,17390,indication,506343,266536,NA,0.728,72.8,49.6,3.43,52.64,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202129,GE,other,13176,indication,506343,279712,NA,0.735,73.5,50.3,2.6,55.24,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202130,GE,other,9150,indication,506343,288862,NA,0.738,73.8,50.9,1.81,57.05,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202131,GE,other,6321,indication,506343,295183,NA,0.761,76.1,51.2,1.25,58.3,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202132,GE,other,6995,indication,506343,302178,NA,0.757,75.7,51.6,1.38,59.68,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202133,GE,other,7049,indication,506343,309227,NA,0.764,76.4,52,1.39,61.07,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202134,GE,other,6981,indication,506343,316208,NA,0.772,77.2,52.400000000000006,1.38,62.45,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202135,GE,other,8015,indication,506343,324223,NA,0.767,76.7,52.800000000000004,1.58,64.03,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202136,GE,other,10150,indication,506343,334373,NA,0.797,79.7,53.300000000000004,2,66.04,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202137,GE,other,12093,indication,506343,346466,NA,0.808,80.80000000000001,54,2.39,68.43,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202138,GE,other,10452,indication,506343,356918,NA,0.813,81.3,54.50000000000001,2.06,70.49,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202139,GE,other,8875,indication,506343,365793,NA,0.8,80,54.900000000000006,1.75,72.24,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202140,GE,other,8566,indication,506343,374359,NA,0.811,81.10000000000001,55.300000000000004,1.69,73.93,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202141,GE,other,9838,indication,506343,384197,NA,0.816,81.6,55.800000000000004,1.94,75.88,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202142,GE,other,8860,indication,506343,393057,NA,0.825,82.5,56.2,1.75,77.63,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202143,GE,other,5738,indication,506343,398795,NA,0.82,82,56.49999999999999,1.13,78.76,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
202144,GE,other,5246,indication,506343,404041,NA,0.782,78.2,56.699999999999996,1.04,79.8,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed
