date,geoRegion,sex,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202144,FL,male,208,sex,19368,24465,1.07,126.32,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.514,51.4
202145,FL,male,175,sex,19368,24640,0.9,127.22,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.524,52.400000000000006
202146,FL,male,125,sex,19368,24765,0.65,127.87,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.337,33.7
202147,FL,male,355,sex,19368,25120,1.83,129.7,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.471,47.099999999999994
202148,FL,male,551,sex,19368,25671,2.84,132.54,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.445,44.5
202149,FL,male,2169,sex,19368,27840,11.2,143.74,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.502,50.2
202150,FL,male,2536,sex,19368,30376,13.09,156.84,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.503,50.3
202151,FL,male,887,sex,19368,31263,4.58,161.42,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.509,50.9
202152,FL,male,25,sex,19368,31288,0.13,161.54,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.41,41
202201,FL,male,908,sex,19368,32196,4.69,166.23,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.506,50.6
202202,FL,male,1122,sex,19368,33318,5.79,172.03,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.503,50.3
202203,FL,male,746,sex,19368,34064,3.85,175.88,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.501,50.1
202204,FL,male,122,sex,19368,34186,0.63,176.51,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.49,49
202205,FL,male,364,sex,19368,34550,1.88,178.39,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.52,52
202206,FL,male,235,sex,19368,34785,1.21,179.6,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.501,50.1
202207,FL,male,72,sex,19368,34857,0.37,179.97,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.436,43.6
202208,FL,male,55,sex,19368,34912,0.28,180.26,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.451,45.1
202209,FL,male,0,sex,19368,34912,0,180.26,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202210,FL,male,46,sex,19368,34958,0.24,180.49,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.43,43
202211,FL,male,0,sex,19368,34958,0,180.49,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202212,FL,male,46,sex,19368,35004,0.24,180.73,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.469,46.9
202213,FL,male,0,sex,19368,35004,0,180.73,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202214,FL,male,0,sex,19368,35004,0,180.73,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202215,FL,male,42,sex,19368,35046,0.22,180.95,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.538,53.800000000000004
202216,FL,male,0,sex,19368,35046,0,180.95,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202217,FL,male,25,sex,19368,35071,0.13,181.08,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.446,44.6
202052,FL,female,0,sex,19687,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202053,FL,female,0,sex,19687,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202101,FL,female,1,sex,19687,1,0.01,0.01,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.167,16.7
202102,FL,female,2,sex,19687,3,0.01,0.02,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.4,40
202103,FL,female,238,sex,19687,241,1.21,1.22,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.717,71.7
202104,FL,female,361,sex,19687,602,1.83,3.06,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.725,72.5
202105,FL,female,2,sex,19687,604,0.01,3.07,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.4,40
202106,FL,female,235,sex,19687,839,1.19,4.26,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.714,71.39999999999999
202107,FL,female,384,sex,19687,1223,1.95,6.21,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.599,59.9
202108,FL,female,490,sex,19687,1713,2.49,8.7,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.623,62.3
202109,FL,female,288,sex,19687,2001,1.46,10.16,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.546,54.6
202110,FL,female,340,sex,19687,2341,1.73,11.89,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.522,52.2
202111,FL,female,337,sex,19687,2678,1.71,13.6,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.574,57.4
202112,FL,female,589,sex,19687,3267,2.99,16.59,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.524,52.400000000000006
202113,FL,female,543,sex,19687,3810,2.76,19.35,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.535,53.5
202114,FL,female,490,sex,19687,4300,2.49,21.84,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.538,53.800000000000004
202115,FL,female,691,sex,19687,4991,3.51,25.35,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.478,47.8
202116,FL,female,1251,sex,19687,6242,6.35,31.71,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.481,48.1
202117,FL,female,755,sex,19687,6997,3.84,35.54,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.49,49
202118,FL,female,735,sex,19687,7732,3.73,39.27,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.536,53.6
202119,FL,female,930,sex,19687,8662,4.72,44,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.473,47.3
202120,FL,female,1320,sex,19687,9982,6.7,50.7,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.481,48.1
202121,FL,female,1071,sex,19687,11053,5.44,56.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.486,48.6
202122,FL,female,1408,sex,19687,12461,7.15,63.3,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.507,50.7
202123,FL,female,1394,sex,19687,13855,7.08,70.38,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.485,48.5
202124,FL,female,1340,sex,19687,15195,6.81,77.18,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.477,47.699999999999996
202125,FL,female,791,sex,19687,15986,4.02,81.2,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.489,48.9
202126,FL,female,1090,sex,19687,17076,5.54,86.74,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.479,47.9
202127,FL,female,1290,sex,19687,18366,6.55,93.29,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.493,49.3
202128,FL,female,1110,sex,19687,19476,5.64,98.93,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.476,47.599999999999994
202129,FL,female,297,sex,19687,19773,1.51,100.44,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.468,46.800000000000004
202130,FL,female,0,sex,19687,19773,0,100.44,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202131,FL,female,0,sex,19687,19773,0,100.44,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202132,FL,female,849,sex,19687,20622,4.31,104.75,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.494,49.4
202133,FL,female,601,sex,19687,21223,3.05,107.8,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.491,49.1
202134,FL,female,515,sex,19687,21738,2.62,110.42,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.519,51.9
202135,FL,female,0,sex,19687,21738,0,110.42,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202136,FL,female,237,sex,19687,21975,1.2,111.62,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.507,50.7
202137,FL,female,872,sex,19687,22847,4.43,116.05,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.497,49.7
202138,FL,female,669,sex,19687,23516,3.4,119.45,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.494,49.4
202139,FL,female,81,sex,19687,23597,0.41,119.86,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.463,46.300000000000004
202140,FL,female,96,sex,19687,23693,0.49,120.35,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.508,50.8
202141,FL,female,80,sex,19687,23773,0.41,120.75,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.488,48.8
202142,FL,female,519,sex,19687,24292,2.64,123.39,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.495,49.5
202143,FL,female,197,sex,19687,24489,1,124.39,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.452,45.2
202144,FL,female,197,sex,19687,24686,1,125.39,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.486,48.6
202145,FL,female,159,sex,19687,24845,0.81,126.2,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.476,47.599999999999994
202146,FL,female,246,sex,19687,25091,1.25,127.45,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.663,66.3
202147,FL,female,398,sex,19687,25489,2.02,129.47,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.529,52.900000000000006
202148,FL,female,686,sex,19687,26175,3.48,132.96,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.555,55.50000000000001
202149,FL,female,2152,sex,19687,28327,10.93,143.89,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.498,49.8
202150,FL,female,2505,sex,19687,30832,12.72,156.61,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.497,49.7
202151,FL,female,855,sex,19687,31687,4.34,160.95,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.491,49.1
202152,FL,female,36,sex,19687,31723,0.18,161.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.59,59
202201,FL,female,886,sex,19687,32609,4.5,165.64,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.494,49.4
202202,FL,female,1109,sex,19687,33718,5.63,171.27,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.497,49.7
202203,FL,female,742,sex,19687,34460,3.77,175.04,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.499,49.9
202204,FL,female,127,sex,19687,34587,0.65,175.68,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.51,51
202205,FL,female,336,sex,19687,34923,1.71,177.39,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.48,48
202206,FL,female,234,sex,19687,35157,1.19,178.58,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.499,49.9
202207,FL,female,93,sex,19687,35250,0.47,179.05,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.564,56.39999999999999
202208,FL,female,67,sex,19687,35317,0.34,179.39,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.549,54.900000000000006
202209,FL,female,0,sex,19687,35317,0,179.39,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202210,FL,female,61,sex,19687,35378,0.31,179.7,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.57,56.99999999999999
202211,FL,female,0,sex,19687,35378,0,179.7,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202212,FL,female,52,sex,19687,35430,0.26,179.97,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.531,53.1
202213,FL,female,0,sex,19687,35430,0,179.97,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202214,FL,female,0,sex,19687,35430,0,179.97,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202215,FL,female,36,sex,19687,35466,0.18,180.15,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.462,46.2
202216,FL,female,0,sex,19687,35466,0,180.15,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202217,FL,female,31,sex,19687,35497,0.16,180.31,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.554,55.400000000000006
202052,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202053,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202101,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202102,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202103,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202104,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202105,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202106,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202107,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202108,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202109,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202110,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202111,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202112,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202113,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202114,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202115,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202116,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202117,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202118,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202119,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202120,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202121,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202122,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202123,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202124,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202125,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202126,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202127,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202128,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202129,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202130,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202131,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202132,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202133,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202134,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202135,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202136,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202137,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202138,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202139,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202140,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202141,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202142,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202143,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202144,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202145,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202146,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202147,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202148,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202149,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202150,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202151,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202152,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202201,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202202,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202203,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202204,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202205,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202206,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202207,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202208,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202209,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202210,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202211,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202212,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202213,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202214,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202215,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202216,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202217,FL,unknown,0,sex,NA,0,NA,NA,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0,0
202052,FR,male,0,sex,162985,0,0,0,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,NA,NA
202053,FR,male,208,sex,162985,208,0.13,0.13,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.287,28.7
202101,FR,male,135,sex,162985,343,0.08,0.21,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.255,25.5
202102,FR,male,420,sex,162985,763,0.26,0.47,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.321,32.1
202103,FR,male,1459,sex,162985,2222,0.9,1.36,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.436,43.6
202104,FR,male,1616,sex,162985,3838,0.99,2.35,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.427,42.699999999999996
202105,FR,male,1985,sex,162985,5823,1.22,3.57,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.433,43.3
202106,FR,male,2359,sex,162985,8182,1.45,5.02,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.458,45.800000000000004
202107,FR,male,2828,sex,162985,11010,1.74,6.76,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.472,47.199999999999996
202108,FR,male,2932,sex,162985,13942,1.8,8.55,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.496,49.6
202109,FR,male,3233,sex,162985,17175,1.98,10.54,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.454,45.4
202110,FR,male,1669,sex,162985,18844,1.02,11.56,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.478,47.8
202111,FR,male,1355,sex,162985,20199,0.83,12.39,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.495,49.5
202112,FR,male,3301,sex,162985,23500,2.03,14.42,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.493,49.3
202113,FR,male,3832,sex,162985,27332,2.35,16.77,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.491,49.1
202114,FR,male,4005,sex,162985,31337,2.46,19.23,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.483,48.3
202115,FR,male,3963,sex,162985,35300,2.43,21.66,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.465,46.5
202116,FR,male,3079,sex,162985,38379,1.89,23.55,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.442,44.2
202117,FR,male,3444,sex,162985,41823,2.11,25.66,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.419,41.9
202118,FR,male,7305,sex,162985,49128,4.48,30.14,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.49,49
202119,FR,male,7951,sex,162985,57079,4.88,35.02,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.51,51
202120,FR,male,7834,sex,162985,64913,4.81,39.83,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.489,48.9
202121,FR,male,7665,sex,162985,72578,4.7,44.53,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.49,49
202122,FR,male,8258,sex,162985,80836,5.07,49.6,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.482,48.199999999999996
202123,FR,male,11785,sex,162985,92621,7.23,56.83,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.511,51.1
202124,FR,male,13213,sex,162985,105834,8.11,64.93,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.528,52.800000000000004
202125,FR,male,8335,sex,162985,114169,5.11,70.05,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.532,53.2
202126,FR,male,5726,sex,162985,119895,3.51,73.56,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.509,50.9
202127,FR,male,7288,sex,162985,127183,4.47,78.03,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.507,50.7
202128,FR,male,8224,sex,162985,135407,5.05,83.08,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.526,52.6
202129,FR,male,7735,sex,162985,143142,4.75,87.83,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.542,54.2
202130,FR,male,4081,sex,162985,147223,2.5,90.33,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.532,53.2
202131,FR,male,2299,sex,162985,149522,1.41,91.74,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.51,51
202132,FR,male,2360,sex,162985,151882,1.45,93.19,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.519,51.9
202133,FR,male,3056,sex,162985,154938,1.88,95.06,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.526,52.6
202134,FR,male,3651,sex,162985,158589,2.24,97.3,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.516,51.6
202135,FR,male,3429,sex,162985,162018,2.1,99.41,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.514,51.4
202136,FR,male,4280,sex,162985,166298,2.63,102.03,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.534,53.400000000000006
202137,FR,male,4721,sex,162985,171019,2.9,104.93,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.526,52.6
202138,FR,male,3970,sex,162985,174989,2.44,107.37,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.521,52.1
202139,FR,male,3261,sex,162985,178250,2,109.37,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.517,51.7
202140,FR,male,3535,sex,162985,181785,2.17,111.53,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.537,53.7
202141,FR,male,3491,sex,162985,185276,2.14,113.68,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.538,53.800000000000004
202142,FR,male,2197,sex,162985,187473,1.35,115.02,COVID19VaccDosesAdministered,2022-05-03_10-25-13,detailed,0.534,53.400000000000006
